id	filename	md5	size	state
5c736994-72ae-4a13-a09c-9ec9ecde763e	e49b21e0-fabb-46d5-a35c-f2d095841dc8.mirbase21.isoforms.quantification.txt	5438dff9b013686abe830de82032ff8a	448880	released
704af06a-712f-4ffc-9e8f-ca0ca1991e16	709bbeda-6e65-4c8b-9f8f-47c45f42806d.mirbase21.isoforms.quantification.txt	9a2939017754a69916ebae206bf30246	365762	released
5ba791fa-0a8c-4519-a4b2-9321f19c74e1	09fbe8f3-1e52-4e5f-adcf-b49650d3141d.mirbase21.isoforms.quantification.txt	93eb7cc09a27409d23b5a585f9309c53	364918	released
bee0ac9b-d096-4f8e-bf29-e921e1aca14a	1627d535-cd9d-4541-9dd6-1185cb6e62db.mirbase21.isoforms.quantification.txt	f6432f2b73f5cf05d5b061ee803b4b62	297468	released
1017585b-f49d-4408-b620-7d699fc6e007	a5108463-caca-41f8-8c0c-9231737606cd.mirbase21.isoforms.quantification.txt	491307d1f7dbb3d0403061bf876ae701	350116	released
76c243eb-fda2-4e70-953c-f015099c1fb1	10f3cc7b-6043-4bb1-a6c9-a6e65dc3cd05.mirbase21.isoforms.quantification.txt	179efcfe73ad8e3218bda2987cb81bad	343218	released
99c72ae0-444d-4d14-9fe8-32a0f208be15	831d5552-3af7-46a1-a9b5-bef591c79f01.mirbase21.isoforms.quantification.txt	13bcf4ae27e4092da6f005458abc0abe	370050	released
fcc59e7e-c037-4164-a73d-f2bc59700a2a	22fd3ff7-ba93-4059-a37d-5b14d1307fd8.mirbase21.isoforms.quantification.txt	c4f651100b53b57fa94680904fa43b62	329407	released
c972ffc1-f4dc-4c39-9e88-713b34a8381d	a7115fd0-2723-44f6-8c96-f10eeb7305c8.mirbase21.isoforms.quantification.txt	e55104d1bed7e82f6fee99f212014696	529145	released
0038698a-636a-4542-9d1b-5bcce7ad0f2a	28fd3247-744e-40b6-98cc-30177e170c6d.mirbase21.isoforms.quantification.txt	79f4c6786db56431a8cec8d70337c3b0	437255	released
0603463f-bc98-440b-a6f0-898b159998d0	85c34238-b4c4-4229-82a9-f81a2e874ae1.mirbase21.isoforms.quantification.txt	d1666a1b4c726bf7e459e6c0fc270e93	485196	released
dc450010-2c1a-4d80-aafb-de8e8298077b	45738174-fc13-41ee-861d-8866ec437807.mirbase21.isoforms.quantification.txt	7acdf1ee6722b370d76476f9f029d2ec	497346	released
72be12a5-96fa-4537-85ec-4b544c07a94b	09e3c80e-81b5-4fe8-812a-8390f3a4cd1d.mirbase21.isoforms.quantification.txt	a9241c2a5e7b3f9d19b3bc64323f3121	355264	released
5fbc853f-4e7e-4c91-8b07-a15fab054398	4cf08b58-a2ee-4aed-ac62-790d49a96608.mirbase21.isoforms.quantification.txt	4dea4cfd56db9a6ec06cf8283c43dd99	289593	released
946bc530-a5fd-4be8-a857-79141b7347ea	25613fe4-6e5f-4987-8504-fc783dcb9fd2.mirbase21.isoforms.quantification.txt	9cda1f54110048e0805ce220d436d166	330868	released
64234961-4185-49d5-9af3-664342b8331a	4cd1bc92-29b3-4b26-9102-9e6cb8c7b445.mirbase21.isoforms.quantification.txt	8691a4f62c84f092ceb2344a7500e70b	321298	released
3dbedf53-3a42-4d9e-aad9-242b17f0957a	78b9d833-3b8b-459a-ae09-65d69038a9b3.mirbase21.isoforms.quantification.txt	c3b74c5e8859e4bc7a51f09465dabbda	367768	released
d5b485c1-5a92-472d-b5bc-3e76358ce371	0d0477fc-3cc6-4fa7-9350-6f3277772191.mirbase21.isoforms.quantification.txt	e38b07da6e236a79860bc0ae7724e217	382521	released
385110fd-d226-4b3e-8200-05ddf8a06df3	e6c98926-85c4-4ca5-abc2-02eed5637a04.mirbase21.isoforms.quantification.txt	f5ee987d0da2bed5f74a6cd394998093	443102	released
b67da5bd-59f5-447f-87d7-0ce8bc3c9f1d	e9cde4ed-1fb5-4e63-a7ec-37e9c30823c1.mirbase21.isoforms.quantification.txt	18e4ffec3dc5cdf4fa3ce512587ad53d	435781	released
6da21d83-aaba-4334-9248-ed517e11c4c8	45c7a212-992f-43c6-b4f0-f6d60def930e.mirbase21.isoforms.quantification.txt	418353b55a2b38a369d0a51474ffd0b9	396918	released
81890cfd-5e68-45eb-aa11-7e8cacc31f95	d6a54551-f19a-4d86-a9c1-28fe3985e027.mirbase21.isoforms.quantification.txt	65ffbb4a69630cf4ba9e1f965f226042	328926	released
