id	filename	md5	size	state
f34992b5-f5b4-4d3a-a131-b774e2a645a0	c85218fb-d1e7-4ea4-a9f4-ca7ae9dc61cd.mirbase21.mirnas.quantification.txt	6e400d38ff124a0721b07cc892bea715	50374	released
ea22ec1e-9366-4aa6-a753-94e0656ece5f	831d5552-3af7-46a1-a9b5-bef591c79f01.mirbase21.mirnas.quantification.txt	9a084fe532a1cfce32b5162b6fc7ad5f	50183	released
df80f61b-74ff-46a6-94e5-326ab1e62aa1	934ffe47-c106-48d3-b194-2a756bdaf0e6.mirbase21.mirnas.quantification.txt	427895126f2a76d2e1bed1dc5ca244e4	50141	released
ecb4e73b-7123-40d9-b45a-019f6fb6a111	65dec381-c335-4a98-8c8a-aede84741023.mirbase21.mirnas.quantification.txt	d3371d224014041cc978d1c7103e9971	50352	released
78096351-1c9c-43f6-ac4b-e07497e84d5c	45738174-fc13-41ee-861d-8866ec437807.mirbase21.mirnas.quantification.txt	7cb9d23210f54323f2c9bbd0bf12df54	50552	released
656a27c8-af8f-4da4-bb66-3c554c24dbc4	1627d535-cd9d-4541-9dd6-1185cb6e62db.mirbase21.mirnas.quantification.txt	7da5f46063f6abb7a8f6a9cd5fb87546	50278	released
c4204ce3-12f2-4551-8129-e3936216bb1e	10f3cc7b-6043-4bb1-a6c9-a6e65dc3cd05.mirbase21.mirnas.quantification.txt	71cd9d8bce29a732d7d404ee7534c17a	50321	released
2441998a-4547-4025-b3f0-ca81670c7376	4621cbb5-8206-4b38-9f4d-cbdcd1dfed9e.mirbase21.mirnas.quantification.txt	dde97a947d01896d2cc9bd2e232bd2ea	50200	released
9da87457-af1a-44fa-af2a-62c2c9ebc9a0	85c34238-b4c4-4229-82a9-f81a2e874ae1.mirbase21.mirnas.quantification.txt	eba33f75bc198311a2bd3c6891b6ad4b	50363	released
6882b683-55b9-4ed0-bdc0-72a5c1176749	9aa95613-345a-4f00-85cd-17e909715659.mirbase21.mirnas.quantification.txt	516ffe2bc06b6f57925052d905315f74	50145	released
3bca3cc6-c8c2-4d8e-8917-a154d5a88c55	4897ee50-c96a-4e03-b37d-2d4c0121055c.mirbase21.mirnas.quantification.txt	de7b4bc8f66884240fa2c9427f4c7583	50170	released
9eafa42e-9582-415e-b332-f72e7f2a6129	3eb38dfd-c1ab-4013-bdc7-c2825bbeb4fa.mirbase21.mirnas.quantification.txt	17ce8618ccd6d5f733d8ec415fd138bf	50041	released
92036c7c-7da1-421f-877a-c39955ab60fe	fc7fefe4-303d-447d-ab9e-062f6e7770d3.mirbase21.mirnas.quantification.txt	f1dce64297cc263b2dc16c02649e2f1c	50237	released
ec0924b0-ed8e-4d8b-9316-4524df350f28	4cf08b58-a2ee-4aed-ac62-790d49a96608.mirbase21.mirnas.quantification.txt	6e82ea154cbaef14cbf74ca2917ddfe7	50224	released
